date,cases,accum_cases,recovered,accum_recovered,deaths,accum_deaths
01/03/2020,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0
04/03/2020,0,0,0,0,0,0
05/03/2020,0,0,0,0,0,0
06/03/2020,0,0,0,0,0,0
07/03/2020,0,0,0,0,0,0
08/03/2020,0,0,0,0,0,0
09/03/2020,0,0,0,0,0,0
10/03/2020,0,0,0,0,0,0
11/03/2020,0,0,0,0,0,0
12/03/2020,0,0,0,0,0,0
13/03/2020,0,0,0,0,0,0
14/03/2020,0,0,0,0,0,0
15/03/2020,0,0,0,0,0,0
16/03/2020,0,0,0,0,0,0
17/03/2020,0,0,0,0,0,0
18/03/2020,0,0,0,0,0,0
19/03/2020,0,0,0,0,0,0
20/03/2020,0,0,0,0,0,0
21/03/2020,0,0,0,0,0,0
22/03/2020,0,0,0,0,0,0
23/03/2020,0,0,0,0,0,0
24/03/2020,0,0,0,0,0,0
25/03/2020,1,1,0,0,0,0
26/03/2020,0,1,0,0,0,0
27/03/2020,2,3,0,0,1,1
28/03/2020,1,4,1,1,0,1
29/03/2020,0,4,0,1,0,1
30/03/2020,0,4,0,1,0,1
31/03/2020,0,4,0,1,0,1
01/04/2020,0,4,0,1,0,1
02/04/2020,0,4,0,1,0,1
03/04/2020,3,7,0,1,0,1
04/04/2020,0,7,0,1,0,1
05/04/2020,2,9,0,1,1,2
06/04/2020,0,9,0,1,0,2
07/04/2020,8,17,0,1,0,2
08/04/2020,1,18,0,1,0,2
09/04/2020,0,18,0,1,0,2
10/04/2020,1,19,0,1,0,2
11/04/2020,0,19,0,1,0,2
12/04/2020,3,22,0,1,0,2
13/04/2020,2,24,0,1,0,2
