date,cases,accum_cases,recovered,accum_recovered,deaths,accum_deaths
01/03/2020,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0
04/03/2020,0,0,0,0,0,0
05/03/2020,0,0,0,0,0,0
06/03/2020,0,0,0,0,0,0
07/03/2020,0,0,0,0,0,0
08/03/2020,0,0,0,0,0,0
09/03/2020,0,0,0,0,0,0
10/03/2020,0,0,0,0,0,0
11/03/2020,0,0,0,0,0,0
12/03/2020,0,0,0,0,0,0
13/03/2020,0,0,0,0,0,0
14/03/2020,0,0,0,0,0,0
15/03/2020,1,1,1,1,0,0
16/03/2020,0,1,0,1,0,0
17/03/2020,2,3,1,2,0,0
18/03/2020,0,3,0,2,0,0
19/03/2020,3,6,2,4,0,0
20/03/2020,0,6,0,4,0,0
21/03/2020,2,8,1,5,0,0
22/03/2020,0,8,0,5,0,0
23/03/2020,0,8,0,5,0,0
24/03/2020,3,11,0,5,0,0
25/03/2020,4,15,2,7,0,0
26/03/2020,0,15,0,7,0,0
27/03/2020,0,15,0,7,0,0
28/03/2020,0,15,0,7,0,0
29/03/2020,0,15,0,7,0,0
30/03/2020,1,16,1,8,0,0
31/03/2020,3,19,1,9,0,0
01/04/2020,0,19,0,9,0,0
02/04/2020,2,21,0,9,0,0
03/04/2020,4,25,1,10,1,1
04/04/2020,0,25,0,10,0,1
05/04/2020,0,25,0,10,0,1
06/04/2020,0,25,0,10,0,1
07/04/2020,0,25,0,10,0,1
08/04/2020,2,27,0,10,0,1
09/04/2020,12,39,0,10,2,3
10/04/2020,2,41,0,10,0,3
11/04/2020,2,43,0,10,0,3
12/04/2020,2,45,0,10,0,3
13/04/2020,0,45,0,10,0,3
14/04/2020,7,52,0,10,0,3
15/04/2020,7,59,0,10,0,3
16/04/2020,0,59,0,10,0,3
17/04/2020,0,59,0,10,0,3
