date,cases,accum_cases,recovered,accum_recovered,deaths,accum_deaths
01/03/2020,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0
04/03/2020,0,0,0,0,0,0
05/03/2020,0,0,0,0,0,0
06/03/2020,0,0,0,0,0,0
07/03/2020,0,0,0,0,0,0
08/03/2020,0,0,0,0,0,0
09/03/2020,0,0,0,0,0,0
10/03/2020,0,0,0,0,0,0
11/03/2020,0,0,0,0,0,0
12/03/2020,0,0,0,0,0,0
13/03/2020,0,0,0,0,0,0
14/03/2020,0,0,0,0,0,0
15/03/2020,1,1,0,0,0,0
16/03/2020,0,1,0,0,0,0
17/03/2020,2,3,2,2,0,0
18/03/2020,5,8,3,5,0,0
19/03/2020,0,8,0,5,0,0
20/03/2020,1,9,0,5,0,0
21/03/2020,7,16,3,8,1,1
22/03/2020,4,20,2,10,0,1
23/03/2020,3,23,1,11,1,2
24/03/2020,23,46,7,18,0,2
25/03/2020,2,48,0,18,1,3
26/03/2020,2,50,1,19,0,3
27/03/2020,0,50,0,19,0,3
28/03/2020,8,58,0,19,1,4
29/03/2020,7,65,0,19,1,5
30/03/2020,7,72,1,20,2,7
31/03/2020,9,81,3,23,0,7
01/04/2020,23,104,3,26,0,7
02/04/2020,2,106,1,27,0,7
03/04/2020,14,120,1,28,2,9
04/04/2020,14,134,1,29,0,9
05/04/2020,14,148,0,29,0,9
06/04/2020,9,157,2,31,1,10
07/04/2020,34,191,3,34,2,12
08/04/2020,50,241,0,34,2,14
09/04/2020,31,272,1,35,3,17
10/04/2020,63,335,0,35,1,18
11/04/2020,46,381,4,39,2,20
12/04/2020,6,387,0,39,0,20
13/04/2020,6,393,0,39,0,20
14/04/2020,12,405,0,39,0,20
15/04/2020,17,422,0,39,0,20
16/04/2020,21,443,1,40,0,20
17/04/2020,25,468,0,40,0,20
