date,cases,accum_cases,recovered,accum_recovered,deaths,accum_deaths
01/03/2020,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0
04/03/2020,0,0,0,0,0,0
05/03/2020,0,0,0,0,0,0
06/03/2020,0,0,0,0,0,0
07/03/2020,0,0,0,0,0,0
08/03/2020,0,0,0,0,0,0
09/03/2020,0,0,0,0,0,0
10/03/2020,0,0,0,0,0,0
11/03/2020,0,0,0,0,0,0
12/03/2020,0,0,0,0,0,0
13/03/2020,0,0,0,0,0,0
14/03/2020,0,0,0,0,0,0
15/03/2020,1,1,0,0,0,0
16/03/2020,0,1,0,0,0,0
17/03/2020,2,3,1,1,0,0
18/03/2020,5,8,3,4,0,0
19/03/2020,0,8,0,4,0,0
20/03/2020,1,9,1,5,0,0
21/03/2020,7,16,3,8,1,1
22/03/2020,4,20,2,10,0,1
23/03/2020,3,23,1,11,0,1
24/03/2020,23,46,4,15,0,1
25/03/2020,2,48,0,15,1,2
26/03/2020,2,50,0,15,0,2
27/03/2020,0,50,0,15,0,2
28/03/2020,8,58,0,15,1,3
29/03/2020,7,65,0,15,1,4
30/03/2020,7,72,0,15,1,5
31/03/2020,9,81,2,17,0,5
01/04/2020,23,104,0,17,0,5
02/04/2020,2,106,0,17,0,5
03/04/2020,14,120,0,17,1,6
04/04/2020,14,134,0,17,0,6
05/04/2020,14,148,0,17,0,6
06/04/2020,9,157,0,17,1,7
07/04/2020,34,191,2,19,2,9
08/04/2020,50,241,0,19,2,11
09/04/2020,31,272,1,20,2,13
10/04/2020,63,335,0,20,1,14
11/04/2020,47,382,3,23,2,16
12/04/2020,6,388,0,23,0,16
13/04/2020,6,394,0,23,0,16
14/04/2020,12,406,0,23,0,16
