date,cases,accum_cases,recovered,accum_recovered,deaths,accum_deaths
01/03/2020,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0
04/03/2020,0,0,0,0,0,0
05/03/2020,0,0,0,0,0,0
06/03/2020,0,0,0,0,0,0
07/03/2020,0,0,0,0,0,0
08/03/2020,0,0,0,0,0,0
09/03/2020,0,0,0,0,0,0
10/03/2020,0,0,0,0,0,0
11/03/2020,0,0,0,0,0,0
12/03/2020,0,0,0,0,0,0
13/03/2020,0,0,0,0,0,0
14/03/2020,0,0,0,0,0,0
15/03/2020,0,0,0,0,0,0
16/03/2020,0,0,0,0,0,0
17/03/2020,0,0,0,0,0,0
18/03/2020,0,0,0,0,0,0
19/03/2020,0,0,0,0,0,0
20/03/2020,2,2,0,0,1,1
21/03/2020,0,2,0,0,0,1
22/03/2020,0,2,0,0,0,1
23/03/2020,1,3,0,0,0,1
24/03/2020,1,4,0,0,0,1
25/03/2020,1,5,0,0,0,1
26/03/2020,0,5,0,0,0,1
27/03/2020,2,7,1,1,0,1
28/03/2020,0,7,0,1,0,1
29/03/2020,0,7,0,1,0,1
30/03/2020,0,7,0,1,0,1
31/03/2020,2,9,0,1,0,1
01/04/2020,2,11,0,1,0,1
02/04/2020,0,11,0,1,0,1
03/04/2020,0,11,0,1,0,1
04/04/2020,0,11,0,1,0,1
05/04/2020,0,11,0,1,0,1
06/04/2020,0,11,0,1,0,1
07/04/2020,2,13,0,1,0,1
08/04/2020,12,25,0,1,2,3
09/04/2020,4,29,1,2,1,4
10/04/2020,9,38,0,2,1,5
11/04/2020,13,51,0,2,1,6
12/04/2020,3,54,0,2,0,6
13/04/2020,5,59,0,2,0,6
14/04/2020,0,59,0,2,0,6
15/04/2020,4,63,0,2,0,6
16/04/2020,8,71,0,2,0,6
17/04/2020,1,72,0,2,0,6
