date,cases,accum_cases,recovered,accum_recovered,deaths,accum_deaths
01/03/2020,0,0,0,0,0,0
02/03/2020,0,0,0,0,0,0
03/03/2020,0,0,0,0,0,0
04/03/2020,0,0,0,0,0,0
05/03/2020,0,0,0,0,0,0
06/03/2020,0,0,0,0,0,0
07/03/2020,0,0,0,0,0,0
08/03/2020,0,0,0,0,0,0
09/03/2020,0,0,0,0,0,0
10/03/2020,0,0,0,0,0,0
11/03/2020,0,0,0,0,0,0
12/03/2020,0,0,0,0,0,0
13/03/2020,0,0,0,0,0,0
14/03/2020,0,0,0,0,0,0
15/03/2020,0,0,0,0,0,0
16/03/2020,0,0,0,0,0,0
17/03/2020,2,2,2,2,0,0
18/03/2020,0,2,0,2,0,0
19/03/2020,3,5,3,5,0,0
20/03/2020,0,5,0,5,0,0
21/03/2020,2,7,2,7,0,0
22/03/2020,0,7,0,7,0,0
23/03/2020,0,7,0,7,0,0
24/03/2020,2,9,1,8,0,0
25/03/2020,3,12,2,10,0,0
26/03/2020,0,12,0,10,0,0
27/03/2020,1,13,0,10,1,1
28/03/2020,3,16,1,11,0,1
29/03/2020,4,20,0,11,0,1
30/03/2020,1,21,0,11,0,1
31/03/2020,8,29,1,12,1,2
01/04/2020,2,31,0,12,0,2
02/04/2020,0,31,0,12,0,2
03/04/2020,9,40,1,13,0,2
04/04/2020,0,40,0,13,0,2
05/04/2020,2,42,0,13,0,2
06/04/2020,1,43,0,13,0,2
07/04/2020,3,46,0,13,0,2
08/04/2020,3,49,0,13,0,2
09/04/2020,6,55,1,14,0,2
10/04/2020,5,60,0,14,0,2
11/04/2020,5,65,0,14,0,2
12/04/2020,2,67,0,14,1,3
13/04/2020,1,68,0,14,0,3
14/04/2020,2,70,0,14,0,3
15/04/2020,0,70,0,14,0,3
